"nombre;""rut"";""estado"";""categoria"";""tipo"";""segmentos"";""region"";""comuna"";""telefono"";""dir_comercial"";""dir_despacho"";""contacto_despacho"";""despacho"";""transportadora"";""dir_transportadora"";""compras"";""cobranzas"";""recepcion"";""marcas_propias"";""marcas_competencia"";""vendedor"""
"Lubricentro Don Luis;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56946198820"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Pedro DyD Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Stop Bike;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56957256433"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller de Motos Román;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56956939900"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller Motocicletas Borgoño;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Wolff Biker;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipú"";""56986922691"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Motos Leo;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Pudahuel"";""56974012012"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller Arias Performance;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Pudahuel"";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller Montero;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Pudahuel"";""56959906039"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Markos Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Cerro Navia"";""56991994058"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Arenita Motos;"""";""Lead"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Quilicura"";""56967595765"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Whorkshop Motorcycle;""perdi contacto"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Quilicura"";""perdi numero"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"C&M Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Quinta Normal"";""56995050550"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"JM Caracas;"""";""Lead"";""3"";""Tienda de repuestos"";"""";"""";""Quinta Normal"";""56984738329"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Star Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Quinta Normal"";""56944252629"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Taller Rally Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Quinta Normal"";""Perdi el numero"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Rram Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Recoleta"";""56993221804"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"R85 Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Puente Alto"";""56995011591"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Fenixmotos;""77263771-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""La Pintana"";""56936211549"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"En Ruta Store;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Pedro Aguirre Cerda"";""56975108934"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Full Cars;""Perdi el rut"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""Huechuraba"";""56944757888"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"biker +58;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";"""";""Peñaflor"";""56952293806"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"Moto Performance;""77.222.438-9"";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepción"";""56 9 32562348"";""Maipu 941, Concepción, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";""Victor Araneda"";"""";"""";"""";"""";""Claudio Leclerc"""
"Yandel Spa;""77.574.103-3"";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepción"";""56 9 40348133"";""Orompello 770, Concepción, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";""Yoiner Aular"";"""";"""";"""";"""";""Claudio Leclerc"""
"Crazy Motos;"""";""Prospecto"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepción"";""56 9 50711691"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Claudio Leclerc"""
